Region,Week,eNodeB Name,Sector id,DL_PRB_Utilization,DL PRB Utilization Range,Users,DL User Thrpt
South Region,WK46_2023,S1779-RGUF-HU-01-SAM,1,49.19,Utiliz>=30% and <50%,107.62,21.57
South Region,WK46_2023,S3418-RGUF-HU-01-THR,1,49.17,Utiliz>=30% and <50%,115.16,32.19
South Region,WK46_2023,S4844-RGUL-HU-01-BHH,0,49.15,Utiliz>=30% and <50%,55.36,11.41
South Region,WK46_2023,S1801-RGUL-HU-01-ABA,0,49.15,Utiliz>=30% and <50%,64.13,18.05
South Region,WK46_2023,S6311-RALL-HU-01-NJR,0,49.14,Utiliz>=30% and <50%,99.86,16.42
South Region,WK46_2023,S4822-RALL-HU-01-AHB,0,49.13,Utiliz>=30% and <50%,144.77,10.4
South Region,WK46_2023,S6208-RGUL-HU-01-NJR,1,49.07,Utiliz>=30% and <50%,58.67,10.9
South Region,WK46_2023,S4721-RGUF-HU-HW-AHR,1,49.07,Utiliz>=30% and <50%,107.13,16.64
South Region,WK46_2023,S3429-RGUL-HU-01-NJR,0,49.07,Utiliz>=30% and <50%,51.26,14.17
South Region,WK46_2023,S1738-RGUL-HU-01-NJR,2,49.04,Utiliz>=30% and <50%,60.06,24
South Region,WK46_2023,S6041-RUFX-HU-01-SUB,2,49,Utiliz>=30% and <50%,83.91,21.33
South Region,WK46_2023,S4748-RGUL-HU-01-AHB,0,48.98,Utiliz>=30% and <50%,39.01,10.83
South Region,WK46_2023,S3412-RGUL-HU-01-NJR,2,48.96,Utiliz>=30% and <50%,85.57,17.99
South Region,WK46_2023,S6230-RGUL-HU-01-GIZ,0,48.92,Utiliz>=30% and <50%,84.1,10.42
South Region,WK46_2023,S1782-RGUL-HU-01-SHW,2,48.89,Utiliz>=30% and <50%,74.07,15.43
South Region,WK46_2023,S6183-RGUF-HU-01-NJR,1,48.89,Utiliz>=30% and <50%,44.91,22.6
South Region,WK46_2023,S3260-RGUF-HU-01-TNM,2,48.87,Utiliz>=30% and <50%,36.3,10.05
South Region,WK46_2023,S6305-RGUL-HU-VP-NJR,1,48.87,Utiliz>=30% and <50%,83.67,15.66
South Region,WK46_2023,S1594-RGFX-HU-HW-SUB,1,48.84,Utiliz>=30% and <50%,54.74,9.13
South Region,WK46_2023,S6334-RGUL-HU-01-SHW,2,48.81,Utiliz>=30% and <50%,66.15,23.95
South Region,WK46_2023,S1549-RULX-HU-01-MHL,1,48.81,Utiliz>=30% and <50%,39.82,9.78
South Region,WK46_2023,S1720-RGUF-HU-01-SAM,2,48.7,Utiliz>=30% and <50%,39.49,13
South Region,WK46_2023,S1993-RGUL-HU-01-KMS,1,48.65,Utiliz>=30% and <50%,98.21,24.4
South Region,WK46_2023,S4712-RALL-HU-01-KMS,2,48.54,Utiliz>=30% and <50%,123.44,21.26
South Region,WK46_2023,S6207-RGUL-HU-01-NJR,0,48.53,Utiliz>=30% and <50%,97.14,27.84
South Region,WK46_2023,S4914-RGUF-HU-01-AHR,2,48.5,Utiliz>=30% and <50%,39.23,10.2
South Region,WK46_2023,S4821-RALL-HU-01-AHB,2,48.49,Utiliz>=30% and <50%,96.28,11.86
South Region,WK46_2023,S3165-R4GF-HU-01-AHR,1,48.49,Utiliz>=30% and <50%,20.16,8.93
South Region,WK46_2023,S1749-RGUF-HU-01-MHL,1,48.49,Utiliz>=30% and <50%,51.19,12.01
South Region,WK46_2023,S6161-RGUL-HU-01-GIZ,0,48.46,Utiliz>=30% and <50%,74.05,21.5
South Region,WK46_2023,S1881-RULX-HU-01-KMS,1,48.45,Utiliz>=30% and <50%,63.72,22.9
South Region,WK46_2023,S1831-RGUL-HU-01-NJR,1,48.42,Utiliz>=30% and <50%,66.12,12.61
South Region,WK46_2023,S6096-RGUF-HU-01-AHM,2,48.41,Utiliz>=30% and <50%,74.6,15.44
South Region,WK46_2023,S6093-RGUL-HU-01-GIZ,1,48.37,Utiliz>=30% and <50%,45.5,15.04
South Region,WK46_2023,S1990-RGUL-HU-01-KMS,2,48.32,Utiliz>=30% and <50%,67.13,13.28
South Region,WK46_2023,S6325-RGUF-HU-HW-NJR,2,48.32,Utiliz>=30% and <50%,28.61,13.37
South Region,WK46_2023,S3143-RGUF-HU-01-AHR,1,48.32,Utiliz>=30% and <50%,67.94,23.12
South Region,WK46_2023,S6094-RGUF-HU-01-SUB,0,48.28,Utiliz>=30% and <50%,67.35,12.36
South Region,WK46_2023,S6283-R4GF-HU-01-SAM,1,48.13,Utiliz>=30% and <50%,21.34,2.6
South Region,WK46_2023,S3285-RGUL-HU-01-KMS,2,48.11,Utiliz>=30% and <50%,50.22,13.44
South Region,WK46_2023,S1512-RULN-HU-01-AHB,0,48.11,Utiliz>=30% and <50%,91.28,9.19
South Region,WK46_2023,S4788-RGUF-HU-HW-AHB,2,48.06,Utiliz>=30% and <50%,55.69,2.42
South Region,WK46_2023,S6379-R4GF-HU-HW-SHW,1,48.03,Utiliz>=30% and <50%,10.63,13.12
South Region,WK46_2023,S3123-RGUF-HU-01-DAJ,1,47.96,Utiliz>=30% and <50%,59.17,22.91
South Region,WK46_2023,S1708-RULX-HU-01-GIZ,1,47.92,Utiliz>=30% and <50%,88.54,14.05
South Region,WK46_2023,S1578-RGLX-HU-HW-KMS,1,47.9,Utiliz>=30% and <50%,70.29,23.09
South Region,WK46_2023,S3275-RGUF-HU-01-AHB,0,47.89,Utiliz>=30% and <50%,18.19,46.1
South Region,WK46_2023,S1546-RULX-HU-01-MHL,1,47.88,Utiliz>=30% and <50%,59.56,6.66
South Region,WK46_2023,S6238-RGUL-HU-01-ABA,0,47.86,Utiliz>=30% and <50%,66.77,14.83
South Region,WK46_2023,S6075-RGUF-HU-01-AHB,1,47.85,Utiliz>=30% and <50%,88.3,22.5
South Region,WK46_2023,S1710-RGUF-HU-01-SAM,0,47.85,Utiliz>=30% and <50%,42.74,15.56
South Region,WK46_2023,S1624-RULX-HU-01-NJR,2,47.83,Utiliz>=30% and <50%,109.12,28.21
South Region,WK46_2023,S4708-RALL-HU-01-KMS,2,47.81,Utiliz>=30% and <50%,112.17,13.05
South Region,WK46_2023,S6018-RGUL-HU-01-ABA,0,47.81,Utiliz>=30% and <50%,125.73,4.36
South Region,WK46_2023,S1783-RGLX-HU-01-NJR,2,47.79,Utiliz>=30% and <50%,94.97,11.66
South Region,WK46_2023,S1999-RGUL-HU-01-AHB,1,47.77,Utiliz>=30% and <50%,62.2,22.33
South Region,WK46_2023,S1661-RUFX-HU-01-AHM,0,47.76,Utiliz>=30% and <50%,54.81,17.24
South Region,WK46_2023,S6332-RGUL-HU-01-SHW,2,47.74,Utiliz>=30% and <50%,84.82,22.8
South Region,WK46_2023,S1731-RULN-HU-01-KMS,1,47.72,Utiliz>=30% and <50%,82.1,14.56
South Region,WK46_2023,S1887-RULN-HU-01-KMS,0,47.69,Utiliz>=30% and <50%,77.2,16.21
South Region,WK46_2023,S3424-RGUF-HU-01-HBN,2,47.63,Utiliz>=30% and <50%,55.63,28.03
South Region,WK46_2023,S6233-RGUL-HU-01-SUB,1,47.56,Utiliz>=30% and <50%,62.83,4.04
South Region,WK46_2023,S4735-RALL-HU-01-KMS,1,47.54,Utiliz>=30% and <50%,74.75,11.22
South Region,WK46_2023,S1748-RULX-HU-HW-MHL,0,47.53,Utiliz>=30% and <50%,102.01,17.38
South Region,WK46_2023,S1848-R4GF-HU-01-AHR,2,47.5,Utiliz>=30% and <50%,30.64,13.68
South Region,WK46_2023,S6067-RGUL-HU-HW-GIZ,2,47.5,Utiliz>=30% and <50%,51.77,9.68
South Region,WK46_2023,S1912-R4GF-HU-01-RJA,2,47.49,Utiliz>=30% and <50%,26.04,13.52
South Region,WK46_2023,S1724-RGUF-HU-01-BSH,1,47.49,Utiliz>=30% and <50%,94.01,10.13
South Region,WK46_2023,S3352-RGUL-HU-01-BHH,2,47.48,Utiliz>=30% and <50%,67.38,26.18
South Region,WK46_2023,S1913-RALL-HU-01-AHB,2,47.47,Utiliz>=30% and <50%,83.95,44.46
South Region,WK46_2023,S1876-RGLX-HU-01-BHH,2,47.42,Utiliz>=30% and <50%,96.91,28.59
South Region,WK46_2023,S4730-RGUL-HU-01-KMS,0,47.42,Utiliz>=30% and <50%,124.37,12.93
South Region,WK46_2023,S1672-RGUL-HU-01-MHL,2,47.4,Utiliz>=30% and <50%,82.19,7.61
South Region,WK46_2023,S3100-RGUL-HU-HW-AHB,0,47.39,Utiliz>=30% and <50%,177.26,31.4
South Region,WK46_2023,S4718-RALL-HU-01-AHR,2,47.34,Utiliz>=30% and <50%,119.65,18.88
South Region,WK46_2023,S3067-RUFX-HU-01-KMS,0,47.34,Utiliz>=30% and <50%,22.94,22.35
South Region,WK46_2023,S6046-RGUF-HU-01-SAM,1,47.31,Utiliz>=30% and <50%,45.18,11.15
South Region,WK46_2023,S6185-RGUL-HU-01-NJR,2,47.29,Utiliz>=30% and <50%,116.42,20.37
South Region,WK46_2023,S1699-RULN-HU-01-KMS,2,47.29,Utiliz>=30% and <50%,82.93,16.9
South Region,WK46_2023,S6300-RGUL-HU-01-NJR,2,47.27,Utiliz>=30% and <50%,91.75,15.51
South Region,WK46_2023,S4826-RALL-HU-01-AHB,0,47.26,Utiliz>=30% and <50%,85.45,11.88
South Region,WK46_2023,S3260-RGUF-HU-01-TNM,1,47.23,Utiliz>=30% and <50%,25.75,14.95
South Region,WK46_2023,S6055-RGUL-HU-01-SUB,2,47.17,Utiliz>=30% and <50%,48.97,9.73
South Region,WK46_2023,S3024-RGUL-HU-01-MHL,0,47.16,Utiliz>=30% and <50%,48.36,15.81
South Region,WK46_2023,S6351-RGUL-HU-01-NJR,1,47.14,Utiliz>=30% and <50%,72.96,16.71
South Region,WK46_2023,S3420-RGUL-HU-01-NJR,1,47.14,Utiliz>=30% and <50%,78.5,5.42
South Region,WK46_2023,S6013-RGUL-HU-01-GIZ,0,47.11,Utiliz>=30% and <50%,43.74,7.1
South Region,WK46_2023,S6301-RGUL-HU-VP-NJR,2,47.08,Utiliz>=30% and <50%,45.6,9.28
South Region,WK46_2023,S1892-RALL-HU-01-KMS,0,47.07,Utiliz>=30% and <50%,80.62,12.17
South Region,WK46_2023,S6052-RLNX-HU-HW-SUB,1,47.05,Utiliz>=30% and <50%,149.47,19.34
South Region,WK46_2023,S3112-RALL-HU-01-KMS,1,47.01,Utiliz>=30% and <50%,104.16,17
South Region,WK46_2023,S1715-RUFX-HU-01-GIZ,0,47,Utiliz>=30% and <50%,31.25,10.43
South Region,WK46_2023,S1607-RALL-HU-01-AHB,2,46.95,Utiliz>=30% and <50%,138.75,17.34
South Region,WK46_2023,S6118-RUFX-HU-VP-SAM,2,46.93,Utiliz>=30% and <50%,41.86,22.96
South Region,WK46_2023,S1516-RULX-HU-01-BHH,1,46.92,Utiliz>=30% and <50%,59.18,13.97
South Region,WK46_2023,S6068-RALL-HU-VP-GIZ,2,46.9,Utiliz>=30% and <50%,108.76,7.94
South Region,WK46_2023,S1991-RGUL-HU-HW-KMS,2,46.86,Utiliz>=30% and <50%,73.63,15.81
South Region,WK46_2023,S6243-RGUF-HU-01-SUB,1,46.83,Utiliz>=30% and <50%,52.86,19.19
South Region,WK46_2023,S1819-RGUL-HU-01-BHH,0,46.82,Utiliz>=30% and <50%,57.21,9.97
South Region,WK46_2023,S1894-RUFX-HU-HW-SAB,2,46.8,Utiliz>=30% and <50%,40.93,17.13
South Region,WK46_2023,S1713-RGLX-HU-01-AHB,0,46.79,Utiliz>=30% and <50%,53.73,4.97
South Region,WK46_2023,S6235-RALL-HU-01-GIZ,0,46.78,Utiliz>=30% and <50%,80.05,6.97
South Region,WK46_2023,S4733-RGUL-HU-01-KMS,2,46.77,Utiliz>=30% and <50%,57.18,15.99
South Region,WK46_2023,S6189-RGUF-HU-01-NJR,1,46.75,Utiliz>=30% and <50%,99.52,9.83
South Region,WK46_2023,S4756-RGUF-HU-HW-DAJ,1,46.71,Utiliz>=30% and <50%,25.76,20.9
South Region,WK46_2023,S6045-RGUF-HU-01-SAM,2,46.69,Utiliz>=30% and <50%,34.09,9.14
South Region,WK46_2023,S3118-RGUF-HU-HW-AHB,2,46.68,Utiliz>=30% and <50%,52.9,13.03
South Region,WK46_2023,S6189-RGUF-HU-01-NJR,2,46.66,Utiliz>=30% and <50%,76.16,21.89
South Region,WK46_2023,S4844-RGUL-HU-01-BHH,1,46.64,Utiliz>=30% and <50%,52.88,10.15
South Region,WK46_2023,S3261-RGUF-HU-HW-MJR,1,46.63,Utiliz>=30% and <50%,41.1,7.63
South Region,WK46_2023,S3130-RALL-HU-01-KMS,2,46.62,Utiliz>=30% and <50%,75.45,12.45
South Region,WK46_2023,S1899-RULX-HU-01-BHH,0,46.61,Utiliz>=30% and <50%,36.23,9.89
South Region,WK46_2023,S6273-RALL-HU-01-ABA,2,46.6,Utiliz>=30% and <50%,112.49,16.41
South Region,WK46_2023,S6300-RGUL-HU-01-NJR,0,46.54,Utiliz>=30% and <50%,79.5,10.14
South Region,WK46_2023,S6235-RALL-HU-01-GIZ,2,46.47,Utiliz>=30% and <50%,86.66,9.56
South Region,WK46_2023,S4751-RGUF-HU-HW-SAB,0,46.46,Utiliz>=30% and <50%,62.7,25.48
South Region,WK46_2023,S3347-RGUF-HU-01-TLT,2,46.43,Utiliz>=30% and <50%,86.57,26.05
South Region,WK46_2023,S4837-RALL-HU-HW-AHB,0,46.39,Utiliz>=30% and <50%,109.94,15.01
South Region,WK46_2023,S6244-RGUL-HU-01-GIZ,2,46.34,Utiliz>=30% and <50%,46.16,10.32
South Region,WK46_2023,S6060-RGUF-HU-HW-SUB,1,46.34,Utiliz>=30% and <50%,62.92,12.23
South Region,WK46_2023,S4790-RGUL-HU-HW-TNM,2,46.33,Utiliz>=30% and <50%,89.56,31.94
South Region,WK46_2023,S4910-RUFX-HU-HW-KMS,0,46.33,Utiliz>=30% and <50%,77.78,12.76
South Region,WK46_2023,S3146-RGUL-HU-HW-KMS,2,46.28,Utiliz>=30% and <50%,121.39,18.06
South Region,WK46_2023,S6371-RGUF-HU-HW-NJR,0,46.24,Utiliz>=30% and <50%,38.67,14.35
South Region,WK46_2023,S3163-RGUL-HU-HW-AHB,2,46.19,Utiliz>=30% and <50%,60.57,22.08
South Region,WK46_2023,S1516-RULX-HU-01-BHH,0,46.19,Utiliz>=30% and <50%,58.57,20.39
South Region,WK46_2023,S4813-RALL-HU-01-AHB,2,46.18,Utiliz>=30% and <50%,132.8,15
South Region,WK46_2023,S6339-R4GF-HU-01-HBN,1,46.15,Utiliz>=30% and <50%,48.45,25.27
South Region,WK46_2023,S4743-RGUF-HU-01-AHR,0,46.15,Utiliz>=30% and <50%,17.53,13.53
South Region,WK46_2023,S1852-RGUL-HU-01-GIZ,0,46.13,Utiliz>=30% and <50%,91.5,10.69
South Region,WK46_2023,S6277-RGUL-HU-01-ABA,2,46.12,Utiliz>=30% and <50%,145.35,3.1
South Region,WK46_2023,S6018-RGUL-HU-01-ABA,2,46.1,Utiliz>=30% and <50%,64.69,15.46
South Region,WK46_2023,S3078-RGUF-HU-HW-MHL,2,46.09,Utiliz>=30% and <50%,29.03,18.33
South Region,WK46_2023,S6269-RGLX-HU-HW-SHW,0,46.07,Utiliz>=30% and <50%,34.6,13.64
South Region,WK46_2023,S1905-RGUL-HU-01-AHB,1,46.05,Utiliz>=30% and <50%,59.33,18.62
South Region,WK46_2023,S6213-RGUF-HU-01-SUB,2,46.03,Utiliz>=30% and <50%,33.07,11.31
South Region,WK46_2023,S1908-RGUL-HU-01-KMS,2,45.98,Utiliz>=30% and <50%,64.61,28.38
South Region,WK46_2023,S4713-RGUL-HU-HW-KMS,2,45.96,Utiliz>=30% and <50%,62.9,19.81
South Region,WK46_2023,S1585-RUFX-HU-HW-SAB,1,45.96,Utiliz>=30% and <50%,68.67,18.09
South Region,WK46_2023,S3328-R4GF-HU-01-SAB,0,45.96,Utiliz>=30% and <50%,18.24,13.06
South Region,WK46_2023,S6194-RGUF-HU-01-SAM,1,45.94,Utiliz>=30% and <50%,86.42,22.55
South Region,WK46_2023,S4764-RGUF-HU-HW-TRB,2,45.92,Utiliz>=30% and <50%,104.51,14.55
South Region,WK46_2023,S1745-RULX-HU-01-NJR,0,45.91,Utiliz>=30% and <50%,73.55,24.97
South Region,WK46_2023,S3146-RGUL-HU-HW-KMS,0,45.9,Utiliz>=30% and <50%,78.37,10.95
South Region,WK46_2023,S1500-RULX-HU-01-AHB,0,45.78,Utiliz>=30% and <50%,82.76,8.64
South Region,WK46_2023,S3309-R4GF-HU-HW-RJA,2,45.75,Utiliz>=30% and <50%,15.02,17.14
South Region,WK46_2023,S6142-RGUF-HU-01-BSH,0,45.73,Utiliz>=30% and <50%,17.05,9.04
South Region,WK46_2023,S4805-RGUL-HU-HW-AHB,2,45.7,Utiliz>=30% and <50%,71.32,14.68
South Region,WK46_2023,S1596-RGLX-HU-01-SAM,2,45.69,Utiliz>=30% and <50%,91.52,4.01
South Region,WK46_2023,S4978-RGUL-HU-01-AHB,2,45.66,Utiliz>=30% and <50%,60.39,9.86
South Region,WK46_2023,S6226-RGUL-HU-HW-ABA,0,45.65,Utiliz>=30% and <50%,80.79,16.06
South Region,WK46_2023,S1791-RUFX-HU-01-MJR,2,45.64,Utiliz>=30% and <50%,37.1,19.09
South Region,WK46_2023,S6169-R4GF-HU-01-SAM,1,45.57,Utiliz>=30% and <50%,9.89,6.33
South Region,WK46_2023,S4975-RGUL-HU-01-AHR,0,45.5,Utiliz>=30% and <50%,19.86,6.33
South Region,WK46_2023,S4791-RGUF-HU-HW-TNM,2,45.46,Utiliz>=30% and <50%,29.39,13.5
South Region,WK46_2023,S4745-RGUF-HU-01-SAB,0,45.44,Utiliz>=30% and <50%,63.72,22.41
South Region,WK46_2023,S3434-RGUL-HU-01-GIZ,1,45.43,Utiliz>=30% and <50%,56.21,9.71
South Region,WK46_2023,S4741-RGUF-HU-HW-TLT,1,45.41,Utiliz>=30% and <50%,108.89,26.53
South Region,WK46_2023,S3282-RGUL-HU-01-KMS,2,45.36,Utiliz>=30% and <50%,130.39,15.69
South Region,WK46_2023,S4752-RGUL-HU-HW-SAB,1,45.36,Utiliz>=30% and <50%,74.6,16.05
South Region,WK46_2023,S6249-RGUL-HU-01-ABA,0,45.35,Utiliz>=30% and <50%,79.04,21.4
South Region,WK46_2023,S6356-RGUF-HU-01-NJR,1,45.33,Utiliz>=30% and <50%,73.08,24.1
South Region,WK46_2023,S6155-R4GF-HU-01-DAJ,1,45.32,Utiliz>=30% and <50%,23.4,21.73
South Region,WK46_2023,S1767-RULX-HU-01-SUB,0,45.28,Utiliz>=30% and <50%,95.77,25.46
South Region,WK46_2023,S6164-R4GF-HU-01-FRS,2,45.27,Utiliz>=30% and <50%,11.93,16.67
South Region,WK46_2023,S6059-RGUF-HU-01-SUB,1,45.27,Utiliz>=30% and <50%,80.93,20.08
South Region,WK46_2023,S1559-RULX-HU-HW-AHB,1,45.25,Utiliz>=30% and <50%,42.33,9.62
South Region,WK46_2023,S4731-RGUL-HU-01-KMS,1,45.22,Utiliz>=30% and <50%,81.95,9.58
South Region,WK46_2023,S6098-RGUL-HU-01-EDB,0,45.18,Utiliz>=30% and <50%,83.68,20.74
South Region,WK46_2023,S1977-RGUL-HU-01-AHB,2,45.17,Utiliz>=30% and <50%,78.39,22.1
South Region,WK46_2023,S3113-RALL-HU-01-KMS,2,45.16,Utiliz>=30% and <50%,61.94,10.9
South Region,WK46_2023,S1531-RULN-HU-01-KMS,0,45.14,Utiliz>=30% and <50%,89.87,15.14
South Region,WK46_2023,S6165-R4GF-HU-01-GIZ,2,45.11,Utiliz>=30% and <50%,9.84,13.39
South Region,WK46_2023,S6166-R4GF-HU-01-AHM,2,45.11,Utiliz>=30% and <50%,9.95,7.9
South Region,WK46_2023,S6223-RGUL-HU-01-GIZ,2,45.11,Utiliz>=30% and <50%,53.46,8.59
South Region,WK46_2023,S6161-RGUL-HU-01-GIZ,1,45.11,Utiliz>=30% and <50%,83.84,25.2
South Region,WK46_2023,S1545-RULX-HU-01-MHL,0,45.09,Utiliz>=30% and <50%,41.06,19.63
South Region,WK46_2023,S3429-RGUL-HU-01-NJR,2,45.07,Utiliz>=30% and <50%,75.27,19.41
South Region,WK46_2023,S1631-RGUF-HU-01-AHM,2,45.07,Utiliz>=30% and <50%,29.16,11.1
South Region,WK46_2023,S3347-RGUF-HU-01-TLT,0,45.07,Utiliz>=30% and <50%,44.97,9.68
South Region,WK46_2023,S3054-RGUF-HU-HW-AHB,2,45.03,Utiliz>=30% and <50%,42.93,29.58
South Region,WK46_2023,S1892-RALL-HU-01-KMS,2,45.01,Utiliz>=30% and <50%,57.29,8.2
South Region,WK46_2023,S6071-RGUF-HU-01-GIZ,0,45,Utiliz>=30% and <50%,30.39,23.03
South Region,WK46_2023,S4791-RGUF-HU-HW-TNM,0,44.96,Utiliz>=30% and <50%,31.72,16.55
South Region,WK46_2023,S1684-RALL-HU-HW-KMS,0,44.94,Utiliz>=30% and <50%,105.11,11.94
South Region,WK46_2023,S3274-R4GF-HU-01-AHB,0,44.92,Utiliz>=30% and <50%,24.05,11.61
South Region,WK46_2023,S6158-RGUF-HU-01-ABA,1,44.87,Utiliz>=30% and <50%,53.24,20.45
South Region,WK46_2023,S1738-RGUL-HU-01-NJR,1,44.86,Utiliz>=30% and <50%,53.19,26.33
South Region,WK46_2023,S3250-RGUF-HU-01-NMS,0,44.77,Utiliz>=30% and <50%,15.29,11.08
South Region,WK46_2023,S6200-RGUF-HU-01-NJR,2,44.76,Utiliz>=30% and <50%,47.25,19.92
South Region,WK46_2023,S6224-RGUL-HU-01-ABA,0,44.76,Utiliz>=30% and <50%,69.57,17.46
South Region,WK46_2023,S6306-RGUL-HU-01-NJR,1,44.75,Utiliz>=30% and <50%,175.1,9.17
South Region,WK46_2023,S3183-RGUF-HU-HW-DAJ,1,44.74,Utiliz>=30% and <50%,38.47,13.87
South Region,WK46_2023,S6097-RGUF-HU-01-HRT,2,44.73,Utiliz>=30% and <50%,135.61,3.48
South Region,WK46_2023,S1804-RGUL-HU-HW-ABA,2,44.72,Utiliz>=30% and <50%,89.91,21.32
South Region,WK46_2023,S3075-RGUF-HU-HW-AHB,1,44.7,Utiliz>=30% and <50%,29.24,13.6
South Region,WK46_2023,S4934-RGUF-HU-HW-BHH,0,44.66,Utiliz>=30% and <50%,21.3,20.9
South Region,WK46_2023,S1818-RGUL-HU-01-BHH,1,44.63,Utiliz>=30% and <50%,50.56,20.18
South Region,WK46_2023,S4787-RGUF-HU-HW-AHB,0,44.59,Utiliz>=30% and <50%,43.88,24.75
South Region,WK46_2023,S1527-RGLX-HU-01-KMS_NEW,2,44.58,Utiliz>=30% and <50%,56.66,13.49
South Region,WK46_2023,S4776-RGUF-HU-HW-AHB,0,44.58,Utiliz>=30% and <50%,54.35,27.14
South Region,WK46_2023,S6185-RGUL-HU-01-NJR,1,44.53,Utiliz>=30% and <50%,87.38,22.23
South Region,WK46_2023,S1654-RULN-HU-01-KMS,1,44.48,Utiliz>=30% and <50%,75.8,17.23
South Region,WK46_2023,S4738-RALL-HU-HW-KMS,0,44.46,Utiliz>=30% and <50%,86.28,14.36
South Region,WK46_2023,S1736-RULX-HU-01-NJR,2,44.43,Utiliz>=30% and <50%,66.36,20.13
South Region,WK46_2023,S1916-RGUF-HU-HW-TNM,1,44.43,Utiliz>=30% and <50%,70.12,36.29
South Region,WK46_2023,S1603-RGUL-HU-VP-GIZ,2,44.42,Utiliz>=30% and <50%,79.27,18.04
South Region,WK46_2023,S4749-RGUL-HU-01-KMS,2,44.41,Utiliz>=30% and <50%,56.13,18.45
South Region,WK46_2023,S1664-RULX-HU-01-NJR,2,44.4,Utiliz>=30% and <50%,64.83,10.48
South Region,WK46_2023,S1928-RGUL-HU-01-KMS,1,44.39,Utiliz>=30% and <50%,47.95,19.27
South Region,WK46_2023,S4912-RGUF-HU-01-NMS,2,44.37,Utiliz>=30% and <50%,15.34,18.57
South Region,WK46_2023,S3332-RALL-HU-01-KMS,1,44.37,Utiliz>=30% and <50%,70.85,19.36
South Region,WK46_2023,S3254-RGUF-HU-HW-MJR,0,44.37,Utiliz>=30% and <50%,49.47,8.05
South Region,WK46_2023,S1865-RULN-HU-01-AHB,0,44.36,Utiliz>=30% and <50%,51.78,17.81
South Region,WK46_2023,S6060-RGUF-HU-HW-SUB,0,44.35,Utiliz>=30% and <50%,77.23,8.31
South Region,WK46_2023,S4721-RGUF-HU-HW-AHR,2,44.28,Utiliz>=30% and <50%,83.8,19.73
South Region,WK46_2023,S1628-RGLX-HU-01-KMS_NEW,0,44.27,Utiliz>=30% and <50%,60.35,16.46
South Region,WK46_2023,S4725-RALL-HU-01-AHB,0,44.27,Utiliz>=30% and <50%,96.31,16.95
South Region,WK46_2023,S3279-RGUL-HU-01-KMS,2,44.26,Utiliz>=30% and <50%,64.89,17.3
South Region,WK46_2023,S3338-RGUL-HU-01-AHB,1,44.26,Utiliz>=30% and <50%,87.76,16.25
South Region,WK46_2023,S1618-RGLX-HU-01-KMS,0,44.25,Utiliz>=30% and <50%,83.96,2.37
South Region,WK46_2023,S1663-RULX-HU-01-NJR,1,44.23,Utiliz>=30% and <50%,37.92,8.55
South Region,WK46_2023,S1767-RULX-HU-01-SUB,1,44.23,Utiliz>=30% and <50%,77.15,20.07
South Region,WK46_2023,S1901-RGUL-HU-01-AHB,0,44.21,Utiliz>=30% and <50%,63.4,16.07
South Region,WK46_2023,S6184-RGUL-HU-01-NJR,0,44.21,Utiliz>=30% and <50%,94.02,16
South Region,WK46_2023,S6314-RGUL-HU-VP-NJR,1,44.2,Utiliz>=30% and <50%,63.58,23.39
South Region,WK46_2023,S6386-RGFX-HU-HW-SHW,0,44.16,Utiliz>=30% and <50%,97.48,22.28
South Region,WK46_2023,S1695-RGUL-HU-HW-SHW,1,44.15,Utiliz>=30% and <50%,72.71,20.78
South Region,WK46_2023,S6200-RGUF-HU-01-NJR,1,44.12,Utiliz>=30% and <50%,22.46,17.35
South Region,WK46_2023,S4850-RGUL-HU-HW-BHH,1,44.12,Utiliz>=30% and <50%,80.75,20.79
South Region,WK46_2023,S1566-RULX-HU-01-AHB,2,44.09,Utiliz>=30% and <50%,76.04,8.98
South Region,WK46_2023,S1976-RGUL-HU-01-AHB,0,44.09,Utiliz>=30% and <50%,86.36,21.63
South Region,WK46_2023,S1931-RGUL-HU-01-KMS,2,44.03,Utiliz>=30% and <50%,58.22,13.33
South Region,WK46_2023,S4706-RGUL-HU-HW-KMS,1,44.02,Utiliz>=30% and <50%,76.07,11.3
South Region,WK46_2023,S4755-RUFX-HU-HW-DAJ,2,43.98,Utiliz>=30% and <50%,8.49,9.23
South Region,WK46_2023,S4828-RALL-HU-HW-AHB,2,43.97,Utiliz>=30% and <50%,165.41,19.71
South Region,WK46_2023,S6210-RALL-HU-01-GIZ,2,43.95,Utiliz>=30% and <50%,81.03,23.2
South Region,WK46_2023,S3126-RALL-HU-01-KMS,1,43.92,Utiliz>=30% and <50%,67.46,23.15
South Region,WK46_2023,S1589-RGLX-HU-01-SAM,2,43.91,Utiliz>=30% and <50%,84.37,21.29
South Region,WK46_2023,S6201-RGUL-HU-01-ABA,2,43.88,Utiliz>=30% and <50%,31.29,7.56
South Region,WK46_2023,S4746-RGUL-HU-HW-KMS,0,43.86,Utiliz>=30% and <50%,46.81,20.51
South Region,WK46_2023,S3251-RGUF-HU-01-NMS,0,43.85,Utiliz>=30% and <50%,24.95,27.17
South Region,WK46_2023,S3263-RGUF-HU-01-AHB,0,43.81,Utiliz>=30% and <50%,41.14,23.5
South Region,WK46_2023,S1513-RULX-HU-01-AHB,1,43.8,Utiliz>=30% and <50%,54.32,27.33
