Region,Week,eNodeB Name,Sector id,DL_PRB_Utilization,DL PRB Utilization Range,Users,DL User Thrpt
South Region,WK46_2023,S1846-RGFX-HU-01-NJR,2,63.91,Utiliz>=50% and <70%,89.77,9.76
South Region,WK46_2023,S6311-RALL-HU-01-NJR,2,63.89,Utiliz>=50% and <70%,136.39,11.15
South Region,WK46_2023,S1721-RGUF-HU-01-SAM,1,63.88,Utiliz>=50% and <70%,45.98,3.52
South Region,WK46_2023,S3248-RGUF-HU-01-MJR,0,63.87,Utiliz>=50% and <70%,16.5,9.17
South Region,WK46_2023,S1735-RULX-HU-01-NJR,1,63.83,Utiliz>=50% and <70%,96.62,13.51
South Region,WK46_2023,S6347-RGUL-HU-01-SUB,1,63.8,Utiliz>=50% and <70%,103.58,14.22
South Region,WK46_2023,S6117-RGUL-HU-01-SUB,2,63.79,Utiliz>=50% and <70%,96.35,18.02
South Region,WK46_2023,S6252-RGUF-HU-01-ABA,2,63.77,Utiliz>=50% and <70%,112.82,12.55
South Region,WK46_2023,S1862-RULX-HU-HW-BHH,2,63.72,Utiliz>=50% and <70%,72.66,14.52
South Region,WK46_2023,S4741-RGUF-HU-HW-TLT,0,63.69,Utiliz>=50% and <70%,149.58,15.44
South Region,WK46_2023,S6148-RGUF-HU-01-DYR,0,63.64,Utiliz>=50% and <70%,42.4,11.1
South Region,WK46_2023,S1589-RGLX-HU-01-SAM,0,63.59,Utiliz>=50% and <70%,76.88,4.72
South Region,WK46_2023,S1721-RGUF-HU-01-SAM,0,63.57,Utiliz>=50% and <70%,203.51,5.88
South Region,WK46_2023,S6082-RGUF-HU-VP-SUB,0,63.56,Utiliz>=50% and <70%,65.48,9.94
South Region,WK46_2023,S4763-RGUF-HU-HW-KMS,0,63.53,Utiliz>=50% and <70%,114.14,5.89
South Region,WK46_2023,S6062-RGUF-HU-HW-BSH,1,63.52,Utiliz>=50% and <70%,171.17,12.2
South Region,WK46_2023,S4924-RLNX-HU-HW-MHL,2,63.51,Utiliz>=50% and <70%,122,7.48
South Region,WK46_2023,S1745-RULX-HU-01-NJR,2,63.51,Utiliz>=50% and <70%,79.93,8.53
South Region,WK46_2023,S1638-RGLX-HU-HW-NJR_NEW,1,63.45,Utiliz>=50% and <70%,86.17,12.75
South Region,WK46_2023,S6081-RGUF-HU-HW-GIZ,0,63.44,Utiliz>=50% and <70%,30.62,7.56
South Region,WK46_2023,S4900-RGUF-HU-01-DAJ,2,63.41,Utiliz>=50% and <70%,49.42,16.51
South Region,WK46_2023,S3113-RALL-HU-01-KMS,1,63.39,Utiliz>=50% and <70%,177.03,7.62
South Region,WK46_2023,S1505-RULX-HU-01-AHB,2,63.37,Utiliz>=50% and <70%,102.93,11.52
South Region,WK46_2023,S1530-RULX-HU-01-KMS,0,63.33,Utiliz>=50% and <70%,93.8,6.19
South Region,WK46_2023,S6038-RLNX-HU-01-SAM,2,63.3,Utiliz>=50% and <70%,143.23,12.97
South Region,WK46_2023,S1852-RGUL-HU-01-GIZ,1,63.28,Utiliz>=50% and <70%,92.94,10.07
South Region,WK46_2023,S3290-RGUL-HU-01-AHB,1,63.27,Utiliz>=50% and <70%,102.38,15.79
South Region,WK46_2023,S6045-RGUF-HU-01-SAM,0,63.26,Utiliz>=50% and <70%,41.64,9.11
South Region,WK46_2023,S6285-RGUL-HU-01-GIZ,0,63.2,Utiliz>=50% and <70%,107.14,3.32
South Region,WK46_2023,S3281-RGUL-HU-01-KMS,0,63.17,Utiliz>=50% and <70%,150.63,11.9
South Region,WK46_2023,S6195-RGUF-HU-HW-DRB,0,63.15,Utiliz>=50% and <70%,82.75,17.63
South Region,WK46_2023,S3115-RALL-HU-01-KMS,2,63.13,Utiliz>=50% and <70%,119.61,5.49
South Region,WK46_2023,S1544-RULX-HU-01-MHL,1,63.1,Utiliz>=50% and <70%,85.17,11.74
South Region,WK46_2023,S3123-RGUF-HU-01-DAJ,2,63.03,Utiliz>=50% and <70%,43.37,21.23
South Region,WK46_2023,S1606-RGLX-HU-HW-KMS,0,62.97,Utiliz>=50% and <70%,88.16,5.91
South Region,WK46_2023,S6041-RUFX-HU-01-SUB,0,62.97,Utiliz>=50% and <70%,148.84,19.66
South Region,WK46_2023,S6095-RALL-HU-HW-GIZ,2,62.92,Utiliz>=50% and <70%,159.66,9.71
South Region,WK46_2023,S1874-RGUF-HU-01-KMS,0,62.88,Utiliz>=50% and <70%,57.54,15.19
South Region,WK46_2023,S4907-RGUF-HU-HW-MJR,0,62.88,Utiliz>=50% and <70%,104.41,17.37
South Region,WK46_2023,S6232-RGUL-HU-HW-SUB,1,62.82,Utiliz>=50% and <70%,117.85,3.96
South Region,WK46_2023,S3020-RGUF-HU-HW-RJA,0,62.78,Utiliz>=50% and <70%,46.49,28.34
South Region,WK46_2023,S3299-RGUL-HU-01-KMS,2,62.78,Utiliz>=50% and <70%,71.75,22.4
South Region,WK46_2023,S6119-RGUL-HU-01-ABA,2,62.74,Utiliz>=50% and <70%,107.85,16.77
South Region,WK46_2023,S3248-RGUF-HU-01-MJR,1,62.71,Utiliz>=50% and <70%,22.85,12.09
South Region,WK46_2023,S1675-RGUL-HU-01-ABA,0,62.7,Utiliz>=50% and <70%,113.42,15.01
South Region,WK46_2023,S6301-RGUL-HU-VP-NJR,0,62.68,Utiliz>=50% and <70%,119.79,8.66
South Region,WK46_2023,S6264-RGUF-HU-01-ABA,0,62.67,Utiliz>=50% and <70%,113.43,21.71
South Region,WK46_2023,S6273-RALL-HU-01-ABA,0,62.66,Utiliz>=50% and <70%,115.92,12.98
South Region,WK46_2023,S3155-RGUL-HU-01-AHB,0,62.61,Utiliz>=50% and <70%,69.51,7.71
South Region,WK46_2023,S6350-RGUL-HU-01-NJR,2,62.61,Utiliz>=50% and <70%,115.01,10.3
South Region,WK46_2023,S6071-RGUF-HU-01-GIZ,2,62.6,Utiliz>=50% and <70%,67.93,22.5
South Region,WK46_2023,S3434-RGUL-HU-01-GIZ,2,62.53,Utiliz>=50% and <70%,69.95,9
South Region,WK46_2023,S3324-R4GF-HU-01-AHB,0,62.46,Utiliz>=50% and <70%,21.36,14.27
South Region,WK46_2023,S3012-RUFX-HU-01-BHH,0,62.46,Utiliz>=50% and <70%,134.75,15.89
South Region,WK46_2023,S4724-RGUL-HU-01-AHR,1,62.45,Utiliz>=50% and <70%,77.06,12.04
South Region,WK46_2023,S1591-RGLX-HU-01-AHB,1,62.42,Utiliz>=50% and <70%,129.28,5.41
South Region,WK46_2023,S3336-RGUL-HU-01-AHB,0,62.32,Utiliz>=50% and <70%,57.79,12.85
South Region,WK46_2023,S6295-R4GF-HU-01-HBN,2,62.2,Utiliz>=50% and <70%,18.03,11.22
South Region,WK46_2023,S4787-RGUF-HU-HW-AHB,1,62.18,Utiliz>=50% and <70%,74.78,13.77
South Region,WK46_2023,S6127-RGUL-HU-VP-GIZ,0,62.12,Utiliz>=50% and <70%,118.04,8.28
South Region,WK46_2023,S3299-RGUL-HU-01-KMS,1,62.11,Utiliz>=50% and <70%,78.05,9.77
South Region,WK46_2023,S6388-R4GF-HU-HW-SHW,1,62.11,Utiliz>=50% and <70%,26.4,7.34
South Region,WK46_2023,S6106-RGUF-HU-01-DRB,1,62.08,Utiliz>=50% and <70%,126.45,15.2
South Region,WK46_2023,S1924-RALL-HU-01-KMS,2,62.05,Utiliz>=50% and <70%,130.15,9.37
South Region,WK46_2023,S6047-RGUF-HU-01-AHM,1,62.04,Utiliz>=50% and <70%,127.37,14.22
South Region,WK46_2023,S1862-RULX-HU-HW-BHH,1,62.04,Utiliz>=50% and <70%,98.56,9.72
South Region,WK46_2023,S1696-RGUL-HU-01-SHW,0,62.02,Utiliz>=50% and <70%,63.57,11.83
South Region,WK46_2023,S1780-RGUF-HU-01-BSH,0,61.99,Utiliz>=50% and <70%,79.76,11.52
South Region,WK46_2023,S3086-RGUF-HU-01-ARD,2,61.99,Utiliz>=50% and <70%,60.02,15.32
South Region,WK46_2023,S1848-R4GF-HU-01-AHR,0,61.95,Utiliz>=50% and <70%,39.28,13.95
South Region,WK46_2023,S4948-RGUL-HU-HW-DAJ,0,61.94,Utiliz>=50% and <70%,123.7,19.23
South Region,WK46_2023,S6228-RALL-HU-01-GIZ,0,61.91,Utiliz>=50% and <70%,124.75,5.04
South Region,WK46_2023,S1547-RUFX-HU-01-AHB,1,61.91,Utiliz>=50% and <70%,112.62,17.27
South Region,WK46_2023,S3066-RUFX-HU-HW-KMS,1,61.89,Utiliz>=50% and <70%,32.01,11.88
South Region,WK46_2023,S4730-RGUL-HU-01-KMS,2,61.89,Utiliz>=50% and <70%,59.29,11.32
South Region,WK46_2023,S6211-RGUF-HU-01-AHM,2,61.85,Utiliz>=50% and <70%,52.68,11.88
South Region,WK46_2023,S1508-RULX-HU-01-AHB,0,61.84,Utiliz>=50% and <70%,127.27,3.81
South Region,WK46_2023,S4923-RGUL-HU-HW-MHL,2,61.81,Utiliz>=50% and <70%,71.08,13.17
South Region,WK46_2023,S6063-RGUF-HU-VP-BSH,2,61.81,Utiliz>=50% and <70%,102.51,13.48
South Region,WK46_2023,S4846-RGUF-HU-HW-DAJ,2,61.81,Utiliz>=50% and <70%,88.92,15.59
South Region,WK46_2023,S6243-RGUF-HU-01-SUB,0,61.78,Utiliz>=50% and <70%,65.73,14.6
South Region,WK46_2023,S1761-RGUF-HU-01-KMS,0,61.77,Utiliz>=50% and <70%,68.47,19.36
South Region,WK46_2023,S1548-RULX-HU-01-MHL,2,61.76,Utiliz>=50% and <70%,193.04,14.15
South Region,WK46_2023,S3249-RGUF-HU-01-MJR,0,61.73,Utiliz>=50% and <70%,58.63,26.13
South Region,WK46_2023,S6204-RGUL-HU-01-SUB,1,61.73,Utiliz>=50% and <70%,79.4,18.23
South Region,WK46_2023,S1546-RULX-HU-01-MHL,2,61.73,Utiliz>=50% and <70%,74.54,9.42
South Region,WK46_2023,S6198-RULX-HU-01-AHB,0,61.69,Utiliz>=50% and <70%,70.23,18.37
South Region,WK46_2023,S6176-RGUF-HU-01-SUB,0,61.69,Utiliz>=50% and <70%,116.87,13.88
South Region,WK46_2023,S1582-RGLX-HU-HW-KMS,2,61.66,Utiliz>=50% and <70%,85.67,6.92
South Region,WK46_2023,S4987-RGUF-HU-HW-MJR,2,61.66,Utiliz>=50% and <70%,21.84,20.38
South Region,WK46_2023,S1927-RGUL-HU-01-KMS,1,61.65,Utiliz>=50% and <70%,80.25,13.01
South Region,WK46_2023,S4734-RGUL-HU-01-KMS,0,61.61,Utiliz>=50% and <70%,72.06,6.94
South Region,WK46_2023,S1864-RULN-HU-01-AHB,1,61.57,Utiliz>=50% and <70%,163.94,21.94
South Region,WK46_2023,S1588-RGLX-HU-01-GIZ,1,61.55,Utiliz>=50% and <70%,121.56,14.22
South Region,WK46_2023,S4741-RGUF-HU-HW-TLT,2,61.51,Utiliz>=50% and <70%,94.25,12.76
South Region,WK46_2023,S1735-RULX-HU-01-NJR,2,61.5,Utiliz>=50% and <70%,102.5,14.94
South Region,WK46_2023,S4732-RALL-HU-HW-KMS,1,61.46,Utiliz>=50% and <70%,140.68,6.08
South Region,WK46_2023,S6051-RGUL-HU-01-SUB,2,61.46,Utiliz>=50% and <70%,158.56,13.7
South Region,WK46_2023,S3414-RGUL-HU-01-NJR,0,61.45,Utiliz>=50% and <70%,75.8,10.17
South Region,WK46_2023,S1928-RGUL-HU-01-KMS,2,61.4,Utiliz>=50% and <70%,79.57,14.32
South Region,WK46_2023,S3414-RGUL-HU-01-NJR,2,61.4,Utiliz>=50% and <70%,91.41,14.54
South Region,WK46_2023,S1792-RUFX-HU-01-MJR,0,61.39,Utiliz>=50% and <70%,85.65,16.81
South Region,WK46_2023,S4746-RGUL-HU-HW-KMS,1,61.36,Utiliz>=50% and <70%,111.99,9.66
South Region,WK46_2023,S1731-RULN-HU-01-KMS,2,61.34,Utiliz>=50% and <70%,103.1,13.02
South Region,WK46_2023,S4849-RGUF-HU-HW-MJR,1,61.31,Utiliz>=50% and <70%,53.29,16.14
South Region,WK46_2023,S4917-RGUL-HU-HW-KMS,2,61.31,Utiliz>=50% and <70%,128.17,14.43
South Region,WK46_2023,S4926-RGUF-HU-HW-RJA,0,61.24,Utiliz>=50% and <70%,32.72,9.11
South Region,WK46_2023,S6235-RALL-HU-01-GIZ,1,61.23,Utiliz>=50% and <70%,152.92,4.73
South Region,WK46_2023,S6153-RGUF-HU-01-SUB,1,61.23,Utiliz>=50% and <70%,81.66,11.12
South Region,WK46_2023,S1578-RGLX-HU-HW-KMS,0,61.21,Utiliz>=50% and <70%,122.08,7.66
South Region,WK46_2023,S1646-RGUF-HU-01-SAM,2,61.21,Utiliz>=50% and <70%,80.74,8.14
South Region,WK46_2023,S1618-RGLX-HU-01-KMS,2,61.13,Utiliz>=50% and <70%,67.54,12.89
South Region,WK46_2023,S3427-R4GF-HU-01-NJR,0,61.12,Utiliz>=50% and <70%,4.82,7.9
South Region,WK46_2023,S6211-RGUF-HU-01-AHM,0,61.11,Utiliz>=50% and <70%,76.88,13.64
South Region,WK46_2023,S6226-RGUL-HU-HW-ABA,2,61.1,Utiliz>=50% and <70%,187.84,5.8
South Region,WK46_2023,S3082-RGUL-HU-HW-MHL,2,61.09,Utiliz>=50% and <70%,63.81,12.66
South Region,WK46_2023,S6349-RGUL-HU-01-NJR,1,61.07,Utiliz>=50% and <70%,80.45,18.39
South Region,WK46_2023,S6068-RALL-HU-VP-GIZ,1,61.05,Utiliz>=50% and <70%,161.89,8.58
South Region,WK46_2023,S6004-RALL-HU-VP-GIZ,2,61.05,Utiliz>=50% and <70%,155.49,9.5
South Region,WK46_2023,S1875-RULX-HU-01-AHB,0,61.01,Utiliz>=50% and <70%,89.38,7.52
South Region,WK46_2023,S6110-R4GF-HU-01-DYR,1,60.97,Utiliz>=50% and <70%,124.17,2.6
South Region,WK46_2023,S3167-RGUL-HU-HW-MHL,0,60.91,Utiliz>=50% and <70%,103.76,13.98
South Region,WK46_2023,S6255-RALL-HU-01-ABA,1,60.9,Utiliz>=50% and <70%,163.96,6.76
South Region,WK46_2023,S6067-RGUL-HU-HW-GIZ,0,60.86,Utiliz>=50% and <70%,92.17,11.96
South Region,WK46_2023,S6091-RUFX-HU-01-SAM,0,60.76,Utiliz>=50% and <70%,11.69,6.12
South Region,WK46_2023,S3099-RGUF-HU-01-AHR,1,60.75,Utiliz>=50% and <70%,78.77,13.28
South Region,WK46_2023,S3074-RGUL-HU-HW-BHH,0,60.7,Utiliz>=50% and <70%,81.1,7.64
South Region,WK46_2023,S1970-RGUL-HU-01-AHB,1,60.68,Utiliz>=50% and <70%,54.38,12.05
South Region,WK46_2023,S4850-RGUL-HU-HW-BHH,2,60.66,Utiliz>=50% and <70%,64.89,15.97
South Region,WK46_2023,S6349-RGUL-HU-01-NJR,0,60.61,Utiliz>=50% and <70%,81.43,21.57
South Region,WK46_2023,S1751-RGUF-HU-01-SAM,0,60.58,Utiliz>=50% and <70%,127.26,17.29
South Region,WK46_2023,S6252-RGUF-HU-01-ABA,0,60.58,Utiliz>=50% and <70%,48.73,9.68
South Region,WK46_2023,S1719-RGUF-HU-01-AHM,2,60.58,Utiliz>=50% and <70%,59.68,19.54
South Region,WK46_2023,S3412-RGUL-HU-01-NJR,1,60.54,Utiliz>=50% and <70%,90.05,8.55
South Region,WK46_2023,S1840-RGUL-HU-01-NJR,1,60.54,Utiliz>=50% and <70%,69.67,9.03
South Region,WK46_2023,S6373-R4GF-HU-HW-KBH,0,60.53,Utiliz>=50% and <70%,15.06,10.64
South Region,WK46_2023,S6151-RGUF-HU-HW-SUB,1,60.51,Utiliz>=50% and <70%,59.75,13.99
South Region,WK46_2023,S1838-RGUF-HU-HW-AHR,1,60.49,Utiliz>=50% and <70%,108.57,10.82
South Region,WK46_2023,S4790-RGUL-HU-HW-TNM,0,60.46,Utiliz>=50% and <70%,149.65,6.58
South Region,WK46_2023,S4903-RGUF-HU-HW-BHH,1,60.45,Utiliz>=50% and <70%,80.01,17.69
South Region,WK46_2023,S6236-RGUL-HU-01-ABA,2,60.45,Utiliz>=50% and <70%,85.69,14.63
South Region,WK46_2023,S1508-RULX-HU-01-AHB,2,60.43,Utiliz>=50% and <70%,84.33,12.23
South Region,WK46_2023,S1868-RULX-HU-01-AHB,2,60.43,Utiliz>=50% and <70%,137.31,20.26
South Region,WK46_2023,S6115-RGUL-HU-01-SUB,0,60.39,Utiliz>=50% and <70%,83.49,6.86
South Region,WK46_2023,S1566-RULX-HU-01-AHB,1,60.39,Utiliz>=50% and <70%,126.95,7.67
South Region,WK46_2023,S4979-RGUL-HU-01-AHB,0,60.36,Utiliz>=50% and <70%,106.27,7.32
South Region,WK46_2023,S6105-RGUF-HU-01-DRB,2,60.33,Utiliz>=50% and <70%,74.82,24.34
South Region,WK46_2023,S1541-RULX-HU-01-AHB,2,60.24,Utiliz>=50% and <70%,47.14,12.52
South Region,WK46_2023,S1736-RULX-HU-01-NJR,1,60.19,Utiliz>=50% and <70%,108.61,11.71
South Region,WK46_2023,S1792-RUFX-HU-01-MJR,1,60.16,Utiliz>=50% and <70%,103.31,19.93
South Region,WK46_2023,S6001-RALL-HU-AP-GIZ,1,60.12,Utiliz>=50% and <70%,100.92,7.93
South Region,WK46_2023,S3334-RGUL-HU-01-KMS,1,60.09,Utiliz>=50% and <70%,71.89,8.67
South Region,WK46_2023,S1804-RGUL-HU-HW-ABA,1,60.08,Utiliz>=50% and <70%,95.16,11.85
South Region,WK46_2023,S6021-RGUL-HU-VP-ABA,0,60.07,Utiliz>=50% and <70%,104.77,5.71
South Region,WK46_2023,S3082-RGUL-HU-HW-MHL,0,60.01,Utiliz>=50% and <70%,128.18,9.59
South Region,WK46_2023,S1997-RALL-HU-HW-KMS,1,59.94,Utiliz>=50% and <70%,141.68,10.07
South Region,WK46_2023,S1915-R4GF-HU-01-NMS,0,59.87,Utiliz>=50% and <70%,51.4,18.24
South Region,WK46_2023,S3328-R4GF-HU-01-SAB,1,59.87,Utiliz>=50% and <70%,14.08,7.88
South Region,WK46_2023,S3252-RUFX-HU-01-MJR,1,59.85,Utiliz>=50% and <70%,32.69,11.6
South Region,WK46_2023,S4910-RUFX-HU-HW-KMS,1,59.83,Utiliz>=50% and <70%,72.66,12.96
South Region,WK46_2023,S3348-RGUL-HU-01-MHL,2,59.77,Utiliz>=50% and <70%,66.33,13.74
South Region,WK46_2023,S6192-RGUF-HU-01-AHM,1,59.75,Utiliz>=50% and <70%,34.28,21.81
South Region,WK46_2023,S6361-RGUF-HU-HW-KBH,1,59.7,Utiliz>=50% and <70%,33.92,7.2
South Region,WK46_2023,S1701-RULX-HU-HW-ABA,0,59.69,Utiliz>=50% and <70%,103.5,11.25
South Region,WK46_2023,S6315-RGUL-HU-01-NJR,2,59.66,Utiliz>=50% and <70%,88.28,9.7
South Region,WK46_2023,S6194-RGUF-HU-01-SAM,2,59.63,Utiliz>=50% and <70%,85.15,14.98
South Region,WK46_2023,S3416-RALL-HU-HW-GIZ,1,59.62,Utiliz>=50% and <70%,97.65,5.73
South Region,WK46_2023,S3353-RGUF-HU-HW-SAB,0,59.54,Utiliz>=50% and <70%,46.24,6.25
South Region,WK46_2023,S6091-RUFX-HU-01-SAM,2,59.54,Utiliz>=50% and <70%,25.23,11.9
South Region,WK46_2023,S6129-RGUF-HU-01-ABA,2,59.54,Utiliz>=50% and <70%,56.69,3.86
South Region,WK46_2023,S1861-RULX-HU-01-AHB,0,59.49,Utiliz>=50% and <70%,89.15,16.27
South Region,WK46_2023,S1669-RGLX-HU-01-KMS,1,59.43,Utiliz>=50% and <70%,90.86,16.28
South Region,WK46_2023,S1805-RGUL-HU-01-ABA,2,59.43,Utiliz>=50% and <70%,61.73,13.22
South Region,WK46_2023,S6087-RGUF-HU-HW-BSH,2,59.35,Utiliz>=50% and <70%,106.68,14.8
South Region,WK46_2023,S1550-RGLX-HU-HW-NJR,0,59.32,Utiliz>=50% and <70%,47.04,11.99
South Region,WK46_2023,S1667-R4GF-HU-01-ABA,1,59.32,Utiliz>=50% and <70%,38.81,6.48
South Region,WK46_2023,S3297-RGUF-HU-01-AHR,2,59.28,Utiliz>=50% and <70%,92.54,20.51
South Region,WK46_2023,S1624-RULX-HU-01-NJR,0,59.23,Utiliz>=50% and <70%,75.36,13.06
South Region,WK46_2023,S6121-RGUF-HU-01-DYR,2,59.23,Utiliz>=50% and <70%,40.34,10.5
South Region,WK46_2023,S3041-RGUF-HU-01-MHL,1,59.21,Utiliz>=50% and <70%,123.93,13.45
South Region,WK46_2023,S4734-RGUL-HU-01-KMS,2,59.14,Utiliz>=50% and <70%,123.52,12.09
South Region,WK46_2023,S4847-RGUL-HU-01-BHH,2,59.13,Utiliz>=50% and <70%,108.21,14.61
South Region,WK46_2023,S6057-RGUF-HU-01-SUB,0,59.05,Utiliz>=50% and <70%,116.8,9.76
South Region,WK46_2023,S1779-RGUF-HU-01-SAM,0,59.01,Utiliz>=50% and <70%,45.82,11.28
South Region,WK46_2023,S6073-RGUF-HU-01-RTH,0,59.01,Utiliz>=50% and <70%,91.61,10.95
South Region,WK46_2023,S6245-RALL-HU-01-GIZ,2,58.97,Utiliz>=50% and <70%,138.15,7.01
South Region,WK46_2023,S6286-RGUL-HU-01-GIZ,1,58.96,Utiliz>=50% and <70%,88.99,9.21
South Region,WK46_2023,S6088-RGUF-HU-01-SAM,1,58.95,Utiliz>=50% and <70%,108.94,11.98
South Region,WK46_2023,S3046-RUFX-HU-01-SAB,1,58.94,Utiliz>=50% and <70%,39.48,21.57
South Region,WK46_2023,S6044-RGUF-HU-01-SUB,2,58.93,Utiliz>=50% and <70%,20.16,8.63
South Region,WK46_2023,S1875-RULX-HU-01-AHB,1,58.92,Utiliz>=50% and <70%,95.29,13.64
South Region,WK46_2023,S6237-RALL-HU-01-ABA,1,58.91,Utiliz>=50% and <70%,95.19,7.08
South Region,WK46_2023,S4744-RGUF-HU-01-SAB,1,58.89,Utiliz>=50% and <70%,16.87,14.6
South Region,WK46_2023,S1730-RULN-HU-01-GIZ,1,58.89,Utiliz>=50% and <70%,126.49,4.28
South Region,WK46_2023,S6216-RUFX-HU-01-ARD,0,58.84,Utiliz>=50% and <70%,62.53,7.44
South Region,WK46_2023,S6019-RGUL-HU-01-ABA,0,58.75,Utiliz>=50% and <70%,44.84,9.8
South Region,WK46_2023,S4720-RLNX-HU-01-AHR,2,58.73,Utiliz>=50% and <70%,115.2,8.03
South Region,WK46_2023,S4847-RGUL-HU-01-BHH,0,58.67,Utiliz>=50% and <70%,141.85,18.38
South Region,WK46_2023,S4716-RGUL-HU-HW-KMS,1,58.66,Utiliz>=50% and <70%,95.4,7.91
South Region,WK46_2023,S6088-RGUF-HU-01-SAM,2,58.65,Utiliz>=50% and <70%,103.46,13.66
South Region,WK46_2023,S3273-RGUF-HU-01-KMS,1,58.61,Utiliz>=50% and <70%,88.8,24.92
South Region,WK46_2023,S3424-RGUF-HU-01-HBN,0,58.58,Utiliz>=50% and <70%,57.12,15.84
South Region,WK46_2023,S6180-RGUL-HU-01-DRB,0,58.57,Utiliz>=50% and <70%,114.96,17.1
South Region,WK46_2023,S6100-RUFX-HU-01-SUB,1,58.57,Utiliz>=50% and <70%,70.19,9.29
South Region,WK46_2023,S1689-RGUF-HU-01-DAJ,0,58.56,Utiliz>=50% and <70%,34.67,13.84
South Region,WK46_2023,S1585-RUFX-HU-HW-SAB,0,58.49,Utiliz>=50% and <70%,85.71,12.37
South Region,WK46_2023,S6056-RALL-HU-01-SUB,0,58.48,Utiliz>=50% and <70%,142.33,3.88
South Region,WK46_2023,S1705-RGUL-HU-01-AHR,1,58.47,Utiliz>=50% and <70%,78.62,17.84
South Region,WK46_2023,S6126-RGUF-HU-01-DYR,0,58.41,Utiliz>=50% and <70%,83.69,25.28
South Region,WK46_2023,S4779-RGUF-HU-HW-AHB,1,58.4,Utiliz>=50% and <70%,13.46,16.72
South Region,WK46_2023,S1898-RULX-HU-01-BHH,0,58.39,Utiliz>=50% and <70%,80.09,20.37
South Region,WK46_2023,S6282-R4GF-HU-01-ABA,2,58.38,Utiliz>=50% and <70%,37.61,21.63
South Region,WK46_2023,S3324-R4GF-HU-01-AHB,2,58.34,Utiliz>=50% and <70%,8.58,8.37
South Region,WK46_2023,S6101-RGUF-HU-VP-SUB,2,58.34,Utiliz>=50% and <70%,84.69,14.56
South Region,WK46_2023,S6311-RALL-HU-01-NJR,1,58.32,Utiliz>=50% and <70%,122.61,16.79
South Region,WK46_2023,S4722-RGUL-HU-HW-AHR,0,58.28,Utiliz>=50% and <70%,165.19,13.22
South Region,WK46_2023,S4833-RGUF-HU-01-AHB,1,58.2,Utiliz>=50% and <70%,153.21,10.46
South Region,WK46_2023,S3101-RGUL-HU-01-AHB,0,58.13,Utiliz>=50% and <70%,74.5,11.74
South Region,WK46_2023,S1580-RGLX-HU-01-KMS_NEW,0,58.11,Utiliz>=50% and <70%,98.49,14.19
South Region,WK46_2023,S3289-RALL-HU-01-AHB,1,58.11,Utiliz>=50% and <70%,120.09,16.55
South Region,WK46_2023,S3122-RGFX-HU-01-AHB,2,58.11,Utiliz>=50% and <70%,75.51,10.79
South Region,WK46_2023,S1735-RULX-HU-01-NJR,0,58.09,Utiliz>=50% and <70%,93.25,14.77
South Region,WK46_2023,S4982-RGUL-HU-HW-AHB,1,58.04,Utiliz>=50% and <70%,64.16,23.98
South Region,WK46_2023,S6113-RGUF-HU-01-ARD,0,58.01,Utiliz>=50% and <70%,110.54,19.31
South Region,WK46_2023,S3056-RGUL-HU-HW-AHB,2,57.99,Utiliz>=50% and <70%,75.34,12.38
South Region,WK46_2023,S6184-RGUL-HU-01-NJR,2,57.97,Utiliz>=50% and <70%,84.74,7.11
South Region,WK46_2023,S6298-RGUF-HU-HW-DRB,0,57.94,Utiliz>=50% and <70%,35.38,8.14
South Region,WK46_2023,S3334-RGUL-HU-01-KMS,0,57.87,Utiliz>=50% and <70%,72.68,8.44
South Region,WK46_2023,S6034-RGUF-HU-01-AHM,2,57.85,Utiliz>=50% and <70%,82.35,11.89
South Region,WK46_2023,S6019-RGUL-HU-01-ABA,2,57.83,Utiliz>=50% and <70%,33.42,16.73
South Region,WK46_2023,S1503-RULX-HU-01-AHB,1,57.81,Utiliz>=50% and <70%,168.11,13.63
South Region,WK46_2023,S6090-RGUF-HU-HW-SUB,2,57.79,Utiliz>=50% and <70%,61.01,24.98
South Region,WK46_2023,S4725-RALL-HU-01-AHB,1,57.78,Utiliz>=50% and <70%,199.66,11.46
South Region,WK46_2023,S4906-RGUF-HU-01-KMS,1,57.76,Utiliz>=50% and <70%,55.41,14.58
South Region,WK46_2023,S6068-RALL-HU-VP-GIZ,0,57.75,Utiliz>=50% and <70%,111.38,5.79
South Region,WK46_2023,S1572-RGLX-HU-01-AHB,1,57.7,Utiliz>=50% and <70%,105.03,21.07
South Region,WK46_2023,S4719-RGUF-HU-HW-AHR,2,57.7,Utiliz>=50% and <70%,118.49,9.1
South Region,WK46_2023,S3164-RALL-HU-01-AHB,1,57.67,Utiliz>=50% and <70%,114.47,10.23
South Region,WK46_2023,S1770-RULN-HU-01-GIZ,1,57.67,Utiliz>=50% and <70%,101.62,9.2
South Region,WK46_2023,S6157-R4GF-HU-01-ARD,1,57.66,Utiliz>=50% and <70%,23.04,10.11
South Region,WK46_2023,S6023-RLNX-HU-VP-ABA,1,57.65,Utiliz>=50% and <70%,170.76,12.3
South Region,WK46_2023,S3268-RGUF-HU-01-AHB,2,57.55,Utiliz>=50% and <70%,31.03,16.74
South Region,WK46_2023,S6168-R4GF-HU-01-DMD,2,57.54,Utiliz>=50% and <70%,31.35,12.6
